NGC         RA           DE           MAG          X Y
2297        06 44 24.5  -63 43 03     12.7      1.90 1.5
2300        07 32 20.3  +85 42 33     11.0      2.80 2.0
2303        06 56 17.4  +45 29 36     12.6      1.50 1.5
2305        06 48 37.3  -64 16 22     11.7      2.10 1.5
2307        06 48 51.0  -64 20 06     12.0      1.70 1.6
2308        06 58 37.5  +45 12 40     13.2      1.80 1.2
2310        06 53 53.8  -40 51 49     11.8      4.30 0.8
2314        07 10 31.8  +75 19 40     12.2      1.10 0.8
2315        07 02 33.0  +50 35 27     13.6      1.30 0.3
2320        07 05 41.9  +50 34 51     11.9      1.40 0.8
2321        07 05 58.9  +50 45 24     13.6      1.40 1.1
2322        07 06 00.3  +50 30 38     13.8      1.10 0.4
2325        07 02 40.2  -28 41 52     11.3      3.00 1.5
2326        07 08 10.9  +50 40 56     13.1      1.90 1.8
2326A       07 08 34.3  +50 37 54     14.7      1.00 0.6
2328        07 02 36.1  -42 04 05     12.1      1.30 0.8
2329        07 09 07.9  +48 36 57     12.5      1.30 1.1
2330        07 09 28.3  +50 09 11     14.8      0.40 0.3
2332        07 09 33.8  +50 10 55     12.8      1.50 1.0
2333        07 08 21.2  +35 10 12     13.3      1.00 0.7
2334        07 11 33.6  +50 14 56     13.7      0.90 0.7
2336        07 27 03.6  +80 10 40     10.4      7.10 3.9
2336A       07 56 15.1  +78 00 47     13.7      1.70 1.7
2337        07 10 13.6  +44 27 25     12.4      2.10 1.4
2339        07 08 20.3  +18 46 46     11.8      2.70 2.0
2340        07 11 10.7  +50 10 29     11.7      1.80 1.2
2341        07 09 12.0  +20 36 12     13.2      0.80 0.8
2342        07 09 18.1  +20 38 13     12.6      1.40 1.3
2344        07 12 28.6  +47 10 02     12.0      1.50 1.2
2347        07 16 04.0  +64 42 41     12.5      1.80 1.3
2350        07 13 12.1  +12 15 59     12.3      1.40 0.7
2357        07 17 40.9  +23 21 23     13.3      3.60 0.5
2365        07 22 22.3  +22 05 00     12.4      2.80 1.4
2366        07 28 54.8  +69 12 58     11.1      8.10 3.0
2369        07 16 37.7  -62 20 38     12.3      3.50 1.1
2369A       07 18 43.5  -62 56 12     12.9      1.80 1.2
2369B       07 20 29.7  -62 03 14     13.2      1.50 1.4
2370        07 25 01.5  +23 47 01     13.7      0.80 0.5
2373        07 26 36.9  +33 49 27     13.8      0.60 0.5
2375        07 27 09.4  +33 49 57     13.6      1.30 1.0
2376        07 26 35.9  +23 04 24     14.4      0.60 0.6
2377        07 24 56.7  -09 39 38     12.7      1.70 1.3
2379        07 27 26.2  +33 48 43     13.5      0.90 0.8
2380        07 23 54.5  -27 31 43     11.2      2.10 2.0
2381        07 19 57.4  -63 04 01     12.8      1.40 1.4
2382        07 23 54.5  -27 31 43     11.2      2.10 2.0
2385        07 28 28.2  +33 50 17     13.9      1.00 0.7
2388        07 28 53.5  +33 49 08     13.8      1.00 0.6
2389        07 29 04.8  +33 51 39     12.9      2.00 1.4
2393        07 30 04.9  +34 01 40     14.0      1.20 0.8
2397        07 21 19.5  -69 00 05     11.8      2.50 1.2
2397A       07 21 07.9  -69 06 55     14.1      1.10 0.9
2397B       07 21 55.7  -68 50 45     14.4      0.90 0.5
2398-1      07 30 16.2  +24 29 17     13.9      0.40 0.3
2398-2      07 30 13.6  +24 29 29     14.9      0.50 0.5
2402-1      07 30 46.5  +09 38 51     13.9      0.80 0.8
2402-2      07 30 47.8  +09 39 14     15.2      0.70 0.5
2403        07 36 50.6  +65 36 06      8.5      23.40 11.8
2404        07 37 07.0  +65 36 40     14.5      0.4
2405-1      07 32 13.9  +25 54 22     14.1      0.50 0.3
2405-2      07 32 15.1  +25 54 21     14.5      0.30 0.3
2406        07 31 47.7  +18 17 19     14.2      0.70 0.6
2407        07 31 56.6  +18 20 01     13.4      1.10 1.0
2410        07 35 02.2  +32 49 21     13.0      2.40 0.7
2411        07 34 36.4  +18 16 55     13.8      0.90 0.5
2415        07 36 56.5  +35 14 31     12.4      0.90 0.9
2416        07 35 41.4  +11 36 45     13.4      1.00 0.7
2417        07 30 12.1  -62 15 09     12.0      2.80 1.9
2418        07 36 37.4  +17 53 02     12.2      1.80 1.8
2424        07 40 39.3  +39 14 00     12.6      3.60 0.5
2426        07 43 18.4  +52 19 05     13.1      1.10 1.1
2427        07 36 27.9  -47 38 09     11.5      4.90 2.0
2429        07 43 47.5  +52 21 27     13.7      1.50 0.4
2429A       07 43 47.5  +52 21 27     13.7      1.50 0.4
2429B       07 43 51.8  +52 20 53     16.5      0.30 0.1
2431        07 45 13.3  +53 04 32     13.4      0.90 0.9
2434        07 34 51.5  -69 17 04     11.2      2.40 2.2
2435        07 44 13.4  +31 39 02     12.8      2.20 0.5
2436        07 45 13.3  +53 04 32     13.4      0.90 0.9
2441        07 51 54.5  +73 00 55     12.2      2.00 1.8
2442        07 36 23.8  -69 31 51     10.4      6.00 5.0
2443        07 36 23.8  -69 31 51     10.4      6.00 5.0
2444        07 46 53.0  +39 01 57     13.2      1.60 0.9
2445        07 46 55.0  +39 00 56     13.3      1.70 1.3
2446        07 48 39.2  +54 36 42     12.9      1.90 1.0
2449        07 47 20.4  +26 55 50     13.4      1.30 0.6
2450        07 47 32.2  +27 01 10     14.7      0.90 0.2
2454        07 50 34.9  +16 22 09     13.8      0.80 0.3
2456        07 54 10.7  +55 29 43     13.1      1.10 0.8
2457        07 54 45.7  +55 32 50     15.4      0.50 0.2
2458        07 55 51.6  +56 42 39     14.5      0.40 0.3
2460        07 56 52.8  +60 20 58     11.8      2.50 1.9
2462        07 56 31.9  +56 41 12     13.2      0.40 0.3
2463        07 57 12.2  +56 40 37     14.2      0.60 0.6
2466        07 45 15.6  -71 24 39     13.0      1.60 1.4
2468        07 58 02.2  +56 21 33     13.9      1.30 0.6
2469        07 58 03.2  +56 40 48     12.7      1.00 0.7
2470        07 54 20.4  +04 27 36     12.7      2.00 0.6
2472        07 58 41.7  +56 42 04     15.3      0.50 0.5
2473        07 55 35.0  +56 44 11     15.1      0.50 0.3
2474        07 58 00.3  +52 51 44     13.1      0.80 0.8
2475        07 57 58.8  +52 51 26     13.2      0.60 0.6
2476        07 56 45.2  +39 55 40     12.6      1.40 0.8
2480        07 57 10.6  +23 46 47     13.8      1.30 0.7
2481        07 57 13.7  +23 46 03     13.0      1.40 0.5
2484        07 58 28.1  +37 47 12     13.0      0.90 0.8
2485        07 56 48.7  +07 28 39     12.2      1.60 1.4
2486        07 57 56.5  +25 09 40     13.3      1.70 0.9
2487        07 58 20.3  +25 08 57     12.5      2.70 2.1
2488        08 01 45.6  +56 33 10     12.4      1.40 0.8
2490        07 59 17.9  +27 04 40     14.6      0.60 0.4
2491        07 58 27.3  +07 59 04     14.8      0.30 0.2
2492        07 59 29.7  +27 01 35     12.7      1.00 1.0
2493        08 00 23.8  +39 49 51     12.0      1.90 1.9
2494        07 59 07.2  -00 38 15     13.1      0.90 0.7
2495        08 00 33.2  +39 50 26     15.2      0.40 0.2
2496        07 58 37.4  +08 01 41     12.9      1.10 0.9
2497        08 02 11.1  +56 56 32     13.2      1.40 1.2
2498        07 59 38.7  +24 59 00     13.4      1.10 0.8
2499        07 58 51.7  +07 29 34     14.0      0.80 0.5
2500        08 01 53.0  +50 44 12     11.6      2.90 2.7
2501        07 58 30.0  -14 21 15     13.4      1.40 1.0
2502        07 55 51.5  -52 18 25     12.0      2.10 1.3
2503        08 00 36.8  +22 24 00     13.7      1.00 1.0
2504        07 59 52.2  +05 36 28     13.3      0.50 0.4
2505        08 04 06.7  +53 32 59     13.2      1.20 0.6
2507        08 01 37.1  +15 42 37     12.2      2.50 1.8
2508        08 01 57.1  +08 33 07     12.7      1.40 1.1
2510        08 02 10.5  +09 29 10     13.4      1.00 0.7
2511        08 02 15.0  +09 23 43     14.2      0.90 0.3
2512        08 03 07.6  +23 23 30     13.1      1.40 0.9
2513        08 02 24.7  +09 24 50     11.6      2.50 2.0
2514        08 02 49.7  +15 48 28     13.4      1.30 1.2
2517        08 02 47.0  -12 19 02     11.8      1.40 1.0
2518        08 07 20.2  +51 07 56     13.0      1.20 1.0
2521        08 08 49.4  +57 46 11     12.8      1.20 0.7
2522        08 06 13.5  +17 42 24     13.8      1.00 0.3
2523        08 15 00.0  +73 34 44     11.9      2.90 1.8
2523A       08 04 08.4  +74 02 53     13.8      1.00 0.7
2523B       08 12 56.8  +73 33 49     14.0      2.00 0.3
2523C       08 17 44.2  +73 19 05     13.3      1.50 0.8
2524        08 08 09.6  +39 09 28     12.7      1.40 1.0
2525        08 05 38.0  -11 25 39     11.6      3.00 2.0
2526        08 06 58.4  +08 00 15     13.8      1.20 0.7
2528        08 07 25.0  +39 11 41     12.6      1.50 1.5
2530        08 07 55.7  +17 49 06     13.6      1.40 0.9
2532        08 10 15.2  +33 57 22     12.4      1.90 1.4
2534        08 12 54.1  +55 40 19     12.9      1.00 1.0
2535        08 11 13.6  +25 12 26     12.8      2.50 1.2
2536        08 11 16.1  +25 10 47     14.2      0.80 0.4
2537        08 13 14.4  +45 59 29     11.7      1.70 1.5
2537A       08 13 41.1  +45 59 36     15.4      0.60 0.6
2538        08 11 23.0  +03 37 59     12.6      1.50 1.2
2540        08 12 46.5  +26 21 41     13.5      1.30 0.9
2541        08 14 40.0  +49 03 43     11.8      6.30 3.2
2543        08 12 57.8  +36 15 13     11.9      2.30 1.2
2544        08 21 40.3  +73 59 18     12.9      1.10 0.8
2545        08 14 14.1  +21 21 22     12.4      2.20 1.2
2549        08 18 58.3  +57 48 11     11.2      3.80 1.2
2550        08 24 33.7  +74 00 43     12.8      1.00 0.4
2550A       08 28 39.1  +73 44 53     12.7      1.60 1.4
2551        08 24 50.2  +73 24 45     12.1      1.60 1.0
2552        08 19 19.6  +50 00 25     12.1      3.60 2.1
2553        08 17 35.1  +20 54 12     13.9      1.70 0.8
2554        08 17 53.4  +23 28 20     12.0      3.20 2.4
2555        08 17 56.3  +00 44 42     12.2      1.90 1.4
2556        08 19 00.8  +20 56 15     14.5      0.40 0.2
2557        08 19 10.9  +21 26 10     13.2      1.20 1.0
2558        08 19 12.7  +20 30 41     13.0      1.80 1.3
2559        08 17 06.1  -27 27 25     10.9      3.00 1.4
2560        08 19 51.9  +20 59 05     13.3      1.40 0.3
2561        08 19 36.7  +04 39 24     13.2      1.10 0.6
2562        08 20 23.5  +21 07 54     12.9      1.00 0.7
2563        08 20 35.7  +21 04 05     12.2      2.00 1.7
2564        08 18 30.0  -21 48 58     12.4      1.20 0.8
2565        08 19 48.2  +22 01 53     12.6      1.90 0.9
2566        08 18 45.5  -25 30 02     11.0      2.90 1.7
2569        08 21 21.1  +20 52 05     14.3      0.60 0.5
2570        08 21 22.6  +20 54 38     14.5      1.10 0.6
2572        08 21 24.7  +19 08 52     13.8      1.30 0.5
2573        01 41 53.2  -89 20 03     13.5      1.90 0.7
2573A       23 12 14.6  -89 07 27     13.9      2.10 0.6
2573B       23 07 32.0  -89 06 55     14.5      1.50 0.5
2574        08 20 48.1  -08 55 06     12.3      2.30 1.2
2575        08 22 45.0  +24 17 49     12.7      1.70 1.3
2576        08 22 57.8  +25 44 22     14.3      1.70 0.3
2577        08 22 43.4  +22 33 13     12.4      1.80 1.1
2578        08 21 24.2  -13 19 05     12.6      2.20 1.3
2581        08 24 30.9  +18 35 49     13.4      1.10 0.8
2582        08 25 12.1  +20 20 03     13.0      1.20 1.2
2583        08 23 07.9  -05 00 09     13.4      0.90 0.9
2584        08 23 15.5  -04 58 15     13.8      1.20 0.6
2585        08 23 26.2  -04 54 55     13.6      1.80 0.8
2590        08 25 02.0  -00 35 28     13.1      2.20 0.7
2591        08 37 25.5  +78 01 32     12.2      3.00 0.6
2592        08 27 08.1  +25 58 15     12.3      1.70 1.4
2593        08 26 47.8  +17 22 28     13.9      0.90 0.5
2594        08 27 17.1  +25 52 43     14.1      0.80 0.5
2595        08 27 41.9  +21 28 46     12.3      3.20 2.4
2596        08 27 26.6  +17 17 04     13.5      1.50 0.6
2598        08 30 02.5  +21 29 18     13.6      1.30 0.6
2599        08 32 11.2  +22 33 39     12.2      1.90 1.7
2600        08 34 44.8  +52 42 55     14.2      1.20 0.4
2601        08 25 30.4  -68 07 04     12.5      1.60 1.1
2602        08 35 04.3  +52 49 53     14.7      0.30 0.2
2603        08 34 31.2  +52 50 25     15.5      0.30 0.3
2604        08 33 22.9  +29 32 19     12.6      1.70 1.7
2604A       08 33 22.9  +29 32 19     12.6      1.70 1.7
2604B       08 33 35.7  +29 29 58     14.8      0.90 0.6
2605        08 34 53.3  +52 48 16     15.5      0.40 0.3
2606        08 35 34.4  +52 47 19     14.3      0.70 0.3
2607        08 33 56.6  +26 58 23     13.7      0.90 0.8
2608        08 35 17.2  +28 28 24     12.3      1.90 1.2
2611        08 35 29.1  +25 01 40     14.4      0.70 0.2
2612        08 33 50.1  -13 10 27     12.7      2.80 0.6
2613        08 33 22.8  -22 58 22     10.3      6.50 1.4
2614        08 42 47.6  +72 58 36     12.9      2.00 1.6
2615        08 34 33.1  -02 32 50     12.5      1.90 1.1
2616        08 35 34.0  -01 51 03     12.5      1.10 0.9
2617        08 35 38.9  -04 05 16     13.8      1.10 0.8
2618        08 35 53.5  +00 42 28     12.1      2.50 2.0
2619        08 37 32.6  +28 42 18     12.4      1.80 1.1
2620        08 37 28.3  +24 56 49     13.5      2.00 0.5
2621        08 37 36.9  +25 00 01     14.8      0.80 0.4
2622        08 38 10.9  +24 53 43     14.1      0.80 0.4
2623        08 38 24.1  +25 45 17     13.4      2.40 0.7
2624        08 38 09.6  +19 43 34     14.1      0.60 0.5
2625        08 38 23.1  +19 42 58     13.9      0.70 0.6
2628        08 40 22.6  +23 32 23     13.3      1.10 1.1
2629        08 47 15.2  +72 59 08     12.2      1.50 1.3
2633        08 48 04.6  +74 05 57     12.2      2.30 1.5
2634        08 48 25.5  +73 58 02     12.0      1.70 1.6
2634A       08 48 38.1  +73 56 19     13.5      1.80 0.4
2636        08 48 24.4  +73 40 18     13.8      0.40 0.4
2637        08 41 13.4  +19 41 25     14.7      0.60 0.4
2638        08 42 25.8  +37 13 15     12.8      1.70 0.6
2639        08 43 37.8  +50 12 22     11.7      1.80 1.1
2640        08 37 24.7  -55 07 25     11.1      2.20 1.9
2641        08 47 57.4  +72 53 47     13.6      1.30 1.1
2642        08 40 44.4  -04 07 20     12.6      2.00 1.8
2644        08 41 32.0  +04 58 51     12.4      2.10 0.8
2646        08 50 21.8  +73 27 46     12.1      1.30 1.3
2647        08 42 43.0  +19 39 04     14.3      0.80 0.5
2648        08 42 39.8  +14 17 06     11.8      3.20 1.1
2649        08 44 08.1  +34 43 03     12.3      1.50 1.4
2650        08 49 58.3  +70 17 58     13.3      1.60 1.2
2651        08 43 55.1  +11 46 16     14.5      0.60 0.5
2652        09 42 33.2  -03 41 57     10.9      3.40 2.1
2654        08 49 12.0  +60 13 15     11.8      4.20 0.8
2655        08 55 37.7  +78 13 25     10.1      4.90 4.1
2656        08 47 53.1  +53 52 34     13.8      1.00 1.0
2657        08 45 15.8  +09 38 45     13.0      1.00 0.9
2661        08 45 59.5  +12 37 11     12.8      1.40 1.3
2662        08 45 32.0  -15 07 16     12.8      1.20 1.1
2663        08 45 08.3  -33 47 42     10.6      3.50 2.4
2665        08 46 00.8  -19 18 12     12.2      2.00 1.5
2667        08 48 27.2  +19 01 11     14.0      0.80 0.3
2667A       08 48 27.2  +19 01 11     14.0      0.80 0.3
2667B       08 48 30.2  +19 02 37     14.7      0.80 0.2
2668        08 49 22.5  +36 42 39     13.8      1.50 0.9
2672        08 49 21.8  +19 04 28     11.7      3.00 2.8
2673        08 49 24.1  +19 04 29     13.5      1.20 1.2
2674        08 49 13.2  -14 17 37     14.9      0.60 0.3
2675        08 52 05.0  +53 37 02     13.3      1.50 1.1
2676        08 51 35.6  +47 33 30     13.4      1.20 1.2
2677        08 50 01.3  +19 00 37     14.6      0.60 0.3
2679        08 51 32.9  +30 51 54     12.6      1.60 1.3
2681        08 53 32.5  +51 18 47     10.3      3.60 3.3
2683        08 52 41.3  +33 25 12      9.8      9.30 2.1
2684        08 54 53.8  +49 09 37     12.9      0.90 0.7
2685        08 55 34.9  +58 44 05     11.3      4.60 2.5
2686A       08 54 58.8  +49 08 33     14.8      0.50 0.3
2686B       08 55 00.5  +49 08 32     16.2      0.30 0.2
2687-1      08 55 05.1  +49 09 22     17.1      0.20 0.1
2687-2      08 55 05.8  +49 09 22     15.7      0.30 0.2
2687A       08 55 05.1  +49 09 22     17.1      0.20 0.1
2687B       08 55 05.8  +49 09 22     15.7      0.30 0.2
2688        08 55 11.4  +49 07 21     15.8      0.30 0.2
2689        08 55 25.3  +49 06 55     16.3      0.30 0.2
2690        08 52 38.0  -02 36 13     13.1      1.90 0.5
2691        08 54 46.3  +39 32 21     13.1      0.90 0.5
2692        08 56 57.8  +52 03 57     13.3      1.30 0.5
2693        08 56 59.4  +51 20 52     11.9      2.60 1.8
2694        08 56 59.2  +51 19 57     14.4      1.20 1.2
2695        08 54 27.0  -03 04 01     11.9      1.70 1.2
2696        08 50 42.0  -05 00 34     13.3      1.30 1.3
2697        08 54 59.3  -02 59 16     12.3      1.80 1.1
2698        08 55 36.4  -03 11 03     12.6      1.50 0.5
2699        08 55 48.8  -03 07 38     12.6      1.10 1.0
2701        08 59 05.5  +53 46 14     12.3      2.20 1.6
2704        08 56 47.7  +39 22 57     13.5      1.00 1.0
2706        08 56 12.3  -02 33 48     13.0      1.80 0.6
2708        08 56 07.9  -03 21 38     12.0      2.70 1.4
2709        08 56 12.8  -03 14 33     13.7      0.80 0.6
2710        08 59 48.4  +55 42 21     12.9      2.00 1.0
2711        08 57 23.5  +17 17 17     13.7      0.90 0.6
2712        08 59 30.6  +44 54 50     12.1      2.80 1.5
2713        08 57 20.6  +02 55 17     11.8      3.60 1.5
2714        08 53 29.8  -59 13 03     12.9      1.10 1.1
2715        09 08 05.9  +78 05 09     11.2      4.80 1.6
2716        08 57 35.8  +03 05 25     11.8      1.30 1.0
2717        08 57 01.1  -24 40 26     12.3      2.10 1.5
2718        08 58 50.3  +06 17 38     11.8      2.10 2.1
2719        09 00 15.6  +35 43 40     13.1      1.10 0.3
2719A       09 00 15.9  +35 43 14     13.9      0.40 0.3
2720        08 59 08.0  +11 08 59     12.8      1.10 1.1
2721        08 58 56.5  -04 54 05     12.2      2.40 1.6
2722        08 58 46.1  -03 42 35     12.7      2.00 1.3
2723        09 00 14.3  +03 10 42     13.2      0.80 0.8
2724        09 01 01.8  +35 45 45     13.6      1.80 1.6
2725        09 01 03.2  +11 05 51     13.5      0.70 0.6
2726        09 04 56.8  +59 56 00     12.5      1.60 0.5
2727        08 56 07.9  -03 21 38     12.0      2.70 1.4
2728        09 01 40.9  +11 05 01     13.6      1.10 0.8
2729        09 01 28.6  +03 43 16     13.4      0.80 0.5
2730        09 02 15.8  +16 50 18     13.0      1.70 1.3
2731        09 02 08.2  +08 18 02     13.7      0.80 0.5
2732        09 13 25.0  +79 11 16     11.9      2.10 0.9
2733        08 58 46.1  -03 42 35     12.7      2.00 1.3
2734        09 03 01.5  +16 51 51     15.5      0.60 0.5
2735        09 02 38.5  +25 56 05     13.3      1.20 0.4
2735A       09 02 41.8  +25 56 20     15.3      0.40 0.2
2737        09 03 59.6  +21 54 23     14.1      0.90 0.4
2738        09 04 00.5  +21 58 06     13.1      1.40 0.6
2739        09 06 02.7  +51 44 40     14.7      0.90 0.2
2740        09 06 05.0  +51 44 08     14.0      1.00 0.9
